Port-level Imports,,,,
Current date: 10/04/2024 4:34 PM (Eastern Daylight Time),,,,
Port,Commodity,Time,Country,Customs Value (Gen) ($US)
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2010,Vietnam,"1,063,742"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2011,Vietnam,"1,743,280"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2012,Vietnam,"6,310,816"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2013,Vietnam,"1,079,626"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2014,Vietnam,"1,613,751"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2015,Vietnam,"4,454,845"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2016,Vietnam,"7,819,817"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2017,Vietnam,"2,565,927"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2018,Vietnam,"803,162"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2019,Vietnam,"1,886,465"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2020,Vietnam,"5,221,139"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2021,Vietnam,"13,493,135"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2022,Vietnam,"15,204,753"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2023,Vietnam,"9,917,660"
"Seattle, WA (Port)",48 Paper & Paperboard & Articles (inc Papr Pulp Artl),2024 through July,Vietnam,"20,380,232"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2003,Vietnam,"76,015"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2004,Vietnam,"16,781"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2005,Vietnam,"21,546"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2007,Vietnam,"77,896"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2008,Vietnam,"207,247"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2009,Vietnam,"4,845"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2010,Vietnam,"70,672"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2011,Vietnam,"47,984"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2012,Vietnam,"30,267"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2013,Vietnam,"7,897"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2014,Vietnam,"31,786"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2015,Vietnam,"58,876"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2016,Vietnam,"4,649"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2017,Vietnam,"12,912"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2018,Vietnam,"10,847"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2019,Vietnam,"9,588"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2020,Vietnam,"84,659"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2021,Vietnam,"1,974,598"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2022,Vietnam,"349,923"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2023,Vietnam,"536,854"
"Seattle, WA (Port)","49 Printed Books, Newspapers Etc; Manuscripts Etc",2024 through July,Vietnam,"512,086"
"Seattle, WA (Port)","50 Silk, Including Yarns And Woven Fabric Thereof",2004,Vietnam,"1,009"
"Seattle, WA (Port)","50 Silk, Including Yarns And Woven Fabric Thereof",2007,Vietnam,519
"Seattle, WA (Port)","50 Silk, Including Yarns And Woven Fabric Thereof",2008,Vietnam,"28,287"
"Seattle, WA (Port)","50 Silk, Including Yarns And Woven Fabric Thereof",2009,Vietnam,"9,732"
"Seattle, WA (Port)","52 Cotton, Including Yarn And Woven Fabric Thereof",2003,Vietnam,"2,677"
"Seattle, WA (Port)","52 Cotton, Including Yarn And Woven Fabric Thereof",2011,Vietnam,"3,689"
"Seattle, WA (Port)","52 Cotton, Including Yarn And Woven Fabric Thereof",2012,Vietnam,"16,610"
"Seattle, WA (Port)","52 Cotton, Including Yarn And Woven Fabric Thereof",2013,Vietnam,"5,488"
"Seattle, WA (Port)","52 Cotton, Including Yarn And Woven Fabric Thereof",2014,Vietnam,"2,744"
"Seattle, WA (Port)","52 Cotton, Including Yarn And Woven Fabric Thereof",2017,Vietnam,"25,379"
"Seattle, WA (Port)","52 Cotton, Including Yarn And Woven Fabric Thereof",2023,Vietnam,"2,067"
"Seattle, WA (Port)","52 Cotton, Including Yarn And Woven Fabric Thereof",2024 through July,Vietnam,"5,429"
"Seattle, WA (Port)",53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2009,Vietnam,"212,781"
"Seattle, WA (Port)",53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2010,Vietnam,"195,215"
"Seattle, WA (Port)",53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2011,Vietnam,"34,294"
"Seattle, WA (Port)",53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2012,Vietnam,850
"Seattle, WA (Port)",53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2013,Vietnam,"57,154"
"Seattle, WA (Port)",53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2017,Vietnam,"8,266"
"Seattle, WA (Port)",53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2021,Vietnam,"22,728"
"Seattle, WA (Port)",53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2022,Vietnam,"3,508"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2004,Vietnam,"149,474"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2005,Vietnam,"69,027"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2007,Vietnam,"93,898"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2008,Vietnam,"79,256"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2009,Vietnam,"50,112"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2010,Vietnam,"932,315"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2011,Vietnam,"1,428,216"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2012,Vietnam,"1,634,414"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2013,Vietnam,"1,518,835"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2014,Vietnam,"1,201,185"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2015,Vietnam,"1,330,082"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2016,Vietnam,"826,427"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2017,Vietnam,"345,869"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2018,Vietnam,"567,113"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2019,Vietnam,"620,815"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2020,Vietnam,"1,331,499"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2021,Vietnam,"4,745,264"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2022,Vietnam,"3,819,147"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2023,Vietnam,"1,808,977"
"Seattle, WA (Port)","54 Manmade Filaments, Including Yarns & Woven Fabrics",2024 through July,Vietnam,"877,400"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2006,Vietnam,"5,376"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2009,Vietnam,"69,950"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2010,Vietnam,"143,727"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2011,Vietnam,"595,306"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2012,Vietnam,"1,945,569"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2013,Vietnam,"306,685"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2017,Vietnam,"67,371"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2018,Vietnam,"214,899"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2019,Vietnam,"3,241"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2020,Vietnam,"15,772"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2021,Vietnam,"278,121"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2022,Vietnam,"80,236"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2023,Vietnam,"34,989"
"Seattle, WA (Port)","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",2024 through July,Vietnam,"526,731"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2004,Vietnam,"241,245"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2005,Vietnam,"390,428"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2006,Vietnam,"64,389"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2007,Vietnam,"431,090"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2008,Vietnam,"108,360"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2009,Vietnam,"15,291"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2010,Vietnam,"56,981"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2011,Vietnam,"121,146"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2012,Vietnam,"273,268"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2013,Vietnam,"24,240"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2014,Vietnam,"43,032"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2015,Vietnam,"593,520"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2016,Vietnam,"502,695"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2017,Vietnam,"369,476"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2018,Vietnam,"528,440"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2019,Vietnam,"679,334"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2020,Vietnam,"667,883"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2021,Vietnam,"1,549,500"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2022,Vietnam,"2,510,509"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2023,Vietnam,"1,508,035"
"Seattle, WA (Port)","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",2024 through July,Vietnam,"893,297"
"Seattle, WA (Port)",57 Carpets And Other Textile Floor Coverings,2006,Vietnam,"6,377"
"Seattle, WA (Port)",57 Carpets And Other Textile Floor Coverings,2012,Vietnam,"1,235"
"Seattle, WA (Port)",57 Carpets And Other Textile Floor Coverings,2015,Vietnam,"20,259"
"Seattle, WA (Port)",57 Carpets And Other Textile Floor Coverings,2020,Vietnam,"223,398"
"Seattle, WA (Port)",57 Carpets And Other Textile Floor Coverings,2021,Vietnam,"765,145"
"Seattle, WA (Port)",57 Carpets And Other Textile Floor Coverings,2022,Vietnam,"363,616"
"Seattle, WA (Port)",57 Carpets And Other Textile Floor Coverings,2023,Vietnam,"343,398"
"Seattle, WA (Port)",57 Carpets And Other Textile Floor Coverings,2024 through July,Vietnam,"824,239"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2004,Vietnam,"1,020"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2006,Vietnam,652
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2008,Vietnam,"1,639"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2010,Vietnam,"92,308"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2011,Vietnam,"87,272"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2012,Vietnam,"129,076"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2014,Vietnam,"546,539"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2015,Vietnam,"499,710"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2016,Vietnam,"935,503"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2017,Vietnam,"25,049"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2018,Vietnam,"259,595"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2020,Vietnam,"328,817"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2021,Vietnam,"311,992"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2022,Vietnam,"815,467"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2023,Vietnam,"269,285"
"Seattle, WA (Port)",58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,2024 through July,Vietnam,"45,185"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2005,Vietnam,259
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2006,Vietnam,"5,916"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2007,Vietnam,"66,325"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2008,Vietnam,"1,052,499"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2009,Vietnam,"1,591,220"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2010,Vietnam,"2,055,608"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2011,Vietnam,"938,446"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2012,Vietnam,"679,021"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2013,Vietnam,"378,518"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2014,Vietnam,"64,105"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2015,Vietnam,"398,285"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2016,Vietnam,"1,409,407"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2017,Vietnam,"2,319,599"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2018,Vietnam,"1,001,135"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2019,Vietnam,"2,050,790"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2020,Vietnam,"2,391,616"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2021,Vietnam,"3,076,170"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2022,Vietnam,"2,069,369"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2023,Vietnam,"1,829,436"
"Seattle, WA (Port)",59 Impregnated Etc Text Fabrics; Tex Art For Industry,2024 through July,Vietnam,"806,868"
"Seattle, WA (Port)",60 Knitted Or Crocheted Fabrics,2016,Vietnam,"12,712"
"Seattle, WA (Port)",60 Knitted Or Crocheted Fabrics,2017,Vietnam,"1,215"
"Seattle, WA (Port)",60 Knitted Or Crocheted Fabrics,2019,Vietnam,"37,445"
"Seattle, WA (Port)",60 Knitted Or Crocheted Fabrics,2020,Vietnam,"246,739"
"Seattle, WA (Port)",60 Knitted Or Crocheted Fabrics,2021,Vietnam,"152,747"
"Seattle, WA (Port)",60 Knitted Or Crocheted Fabrics,2022,Vietnam,"38,192"
"Seattle, WA (Port)",60 Knitted Or Crocheted Fabrics,2023,Vietnam,"48,944"
"Seattle, WA (Port)",60 Knitted Or Crocheted Fabrics,2024 through July,Vietnam,963
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2003,Vietnam,"51,689,616"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2004,Vietnam,"90,146,614"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2005,Vietnam,"180,626,279"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2006,Vietnam,"226,014,201"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2007,Vietnam,"263,754,599"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2008,Vietnam,"283,190,817"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2009,Vietnam,"362,254,001"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2010,Vietnam,"420,617,715"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2011,Vietnam,"447,319,059"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2012,Vietnam,"357,562,098"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2013,Vietnam,"212,910,279"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2014,Vietnam,"44,811,645"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2015,Vietnam,"143,212,762"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2016,Vietnam,"203,895,689"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2017,Vietnam,"165,101,833"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2018,Vietnam,"189,613,493"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2019,Vietnam,"244,658,488"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2020,Vietnam,"297,491,452"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2021,Vietnam,"333,061,070"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2022,Vietnam,"512,084,415"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2023,Vietnam,"429,708,999"
"Seattle, WA (Port)","61 Apparel Articles And Accessories, Knit Or Crochet",2024 through July,Vietnam,"198,842,579"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2003,Vietnam,"83,717,982"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2004,Vietnam,"139,305,805"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2005,Vietnam,"196,836,106"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2006,Vietnam,"203,050,143"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2007,Vietnam,"255,758,565"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2008,Vietnam,"236,889,406"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2009,Vietnam,"228,782,050"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2010,Vietnam,"264,983,054"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2011,Vietnam,"300,382,371"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2012,Vietnam,"317,656,722"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2013,Vietnam,"133,206,786"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2014,Vietnam,"27,091,238"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2015,Vietnam,"76,260,011"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2016,Vietnam,"102,549,282"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2017,Vietnam,"76,434,084"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2018,Vietnam,"62,106,665"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2019,Vietnam,"57,490,274"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2020,Vietnam,"102,194,482"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2021,Vietnam,"222,319,040"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2022,Vietnam,"324,041,178"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2023,Vietnam,"224,829,790"
"Seattle, WA (Port)","62 Apparel Articles And Accessories, Not Knit Etc.",2024 through July,Vietnam,"122,560,707"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2003,Vietnam,"2,009,440"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2004,Vietnam,"3,546,488"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2005,Vietnam,"3,085,699"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2006,Vietnam,"5,981,291"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2007,Vietnam,"2,931,262"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2008,Vietnam,"3,515,364"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2009,Vietnam,"4,002,195"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2010,Vietnam,"9,095,168"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2011,Vietnam,"12,436,107"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2012,Vietnam,"9,225,320"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2013,Vietnam,"7,329,576"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2014,Vietnam,"4,225,907"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2015,Vietnam,"3,565,344"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2016,Vietnam,"5,662,666"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2017,Vietnam,"9,439,694"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2018,Vietnam,"2,289,478"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2019,Vietnam,"1,762,012"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2020,Vietnam,"7,500,594"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2021,Vietnam,"9,392,739"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2022,Vietnam,"19,922,224"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2023,Vietnam,"9,819,000"
"Seattle, WA (Port)",63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,2024 through July,Vietnam,"9,850,166"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2003,Vietnam,"18,771,154"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2004,Vietnam,"85,309,660"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2005,Vietnam,"115,966,167"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2006,Vietnam,"103,995,317"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2007,Vietnam,"132,623,122"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2008,Vietnam,"107,286,522"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2009,Vietnam,"89,654,245"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2010,Vietnam,"71,723,201"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2011,Vietnam,"42,499,870"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2012,Vietnam,"76,303,155"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2013,Vietnam,"49,575,008"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2014,Vietnam,"32,818,274"
"Seattle, WA (Port)","64 Footwear, Gaiters Etc. And Parts Thereof",2015,Vietnam,"67,541,277"
