Port-level Imports,,,,
Current date: 10/04/2024 4:52 PM (Eastern Daylight Time),,,,
Port,Commodity,Time,Country,Customs Value (Gen) ($US)
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2013,Vietnam,"2,100,630"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2014,Vietnam,"6,736,766"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2015,Vietnam,"15,728,927"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2016,Vietnam,"8,071,559"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2017,Vietnam,"18,161,269"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2018,Vietnam,"22,109,341"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2019,Vietnam,"25,764,150"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2020,Vietnam,"91,190,215"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2021,Vietnam,"131,366,786"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2022,Vietnam,"225,528,405"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2023,Vietnam,"256,780,415"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2024 through July,Vietnam,"153,766,229"
Total All Ports,"26 Ores, Slag And Ash",2003,Vietnam,"3,064,268"
Total All Ports,"26 Ores, Slag And Ash",2004,Vietnam,"3,024,955"
Total All Ports,"26 Ores, Slag And Ash",2005,Vietnam,"73,895"
Total All Ports,"26 Ores, Slag And Ash",2008,Vietnam,"154,000"
Total All Ports,"26 Ores, Slag And Ash",2010,Vietnam,"1,404,000"
Total All Ports,"26 Ores, Slag And Ash",2011,Vietnam,"21,994,040"
Total All Ports,"26 Ores, Slag And Ash",2012,Vietnam,"1,378,302"
Total All Ports,"26 Ores, Slag And Ash",2013,Vietnam,"311,031"
Total All Ports,"26 Ores, Slag And Ash",2015,Vietnam,"521,200"
Total All Ports,"26 Ores, Slag And Ash",2016,Vietnam,"719,206"
Total All Ports,"26 Ores, Slag And Ash",2017,Vietnam,"440,618"
Total All Ports,"26 Ores, Slag And Ash",2018,Vietnam,"11,223"
Total All Ports,"26 Ores, Slag And Ash",2019,Vietnam,"33,928"
Total All Ports,"26 Ores, Slag And Ash",2020,Vietnam,"53,415"
Total All Ports,"26 Ores, Slag And Ash",2021,Vietnam,"484,225"
Total All Ports,"26 Ores, Slag And Ash",2022,Vietnam,"2,081,464"
Total All Ports,"26 Ores, Slag And Ash",2023,Vietnam,"15,755,469"
Total All Ports,"26 Ores, Slag And Ash",2024 through July,Vietnam,"4,344,692"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2003,Vietnam,"283,707,741"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2004,Vietnam,"349,155,812"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2005,Vietnam,"608,761,212"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2006,Vietnam,"1,036,160,048"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2007,Vietnam,"776,072,516"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2008,Vietnam,"1,091,502,740"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2009,Vietnam,"556,536,182"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2010,Vietnam,"407,495,329"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2011,Vietnam,"433,061,976"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2012,Vietnam,"354,143,527"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2013,Vietnam,"526,104,629"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2014,Vietnam,"431,042,553"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2015,Vietnam,"177,940,674"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2016,Vietnam,"61,709,268"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2017,Vietnam,"141,468,690"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2018,Vietnam,"71,295,598"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2019,Vietnam,"805,129"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2020,Vietnam,"37,541,799"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2021,Vietnam,"1,083,765"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2022,Vietnam,"506,538"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2023,Vietnam,"976,437"
Total All Ports,"27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",2024 through July,Vietnam,"929,489"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2004,Vietnam,"1,028,780"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2005,Vietnam,"6,757,027"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2006,Vietnam,"9,935,955"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2007,Vietnam,"5,061,914"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2008,Vietnam,"2,341,015"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2009,Vietnam,"4,053,244"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2010,Vietnam,"8,351,315"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2011,Vietnam,"69,254,020"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2012,Vietnam,"7,451,579"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2013,Vietnam,"16,300,627"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2014,Vietnam,"27,766,552"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2015,Vietnam,"6,501,055"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2016,Vietnam,"9,907,478"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2017,Vietnam,"21,673,161"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2018,Vietnam,"30,270,630"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2019,Vietnam,"29,390,229"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2020,Vietnam,"21,751,476"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2021,Vietnam,"57,485,187"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2022,Vietnam,"59,335,434"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2023,Vietnam,"50,032,747"
Total All Ports,28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,2024 through July,Vietnam,"26,895,591"
Total All Ports,29 Organic Chemicals,2003,Vietnam,"1,638,257"
Total All Ports,29 Organic Chemicals,2004,Vietnam,"1,607,045"
Total All Ports,29 Organic Chemicals,2005,Vietnam,"1,068,358"
Total All Ports,29 Organic Chemicals,2006,Vietnam,"271,640"
Total All Ports,29 Organic Chemicals,2007,Vietnam,"8,206,836"
Total All Ports,29 Organic Chemicals,2008,Vietnam,"9,584,134"
Total All Ports,29 Organic Chemicals,2009,Vietnam,"12,100,605"
Total All Ports,29 Organic Chemicals,2010,Vietnam,"12,050,323"
Total All Ports,29 Organic Chemicals,2011,Vietnam,"7,725,284"
Total All Ports,29 Organic Chemicals,2012,Vietnam,"12,709,267"
Total All Ports,29 Organic Chemicals,2013,Vietnam,"20,904,176"
Total All Ports,29 Organic Chemicals,2014,Vietnam,"20,404,414"
Total All Ports,29 Organic Chemicals,2015,Vietnam,"24,239,240"
Total All Ports,29 Organic Chemicals,2016,Vietnam,"39,405,783"
Total All Ports,29 Organic Chemicals,2017,Vietnam,"21,341,117"
Total All Ports,29 Organic Chemicals,2018,Vietnam,"24,713,159"
Total All Ports,29 Organic Chemicals,2019,Vietnam,"24,199,919"
Total All Ports,29 Organic Chemicals,2020,Vietnam,"20,480,577"
Total All Ports,29 Organic Chemicals,2021,Vietnam,"24,567,030"
Total All Ports,29 Organic Chemicals,2022,Vietnam,"37,645,674"
Total All Ports,29 Organic Chemicals,2023,Vietnam,"32,721,220"
Total All Ports,29 Organic Chemicals,2024 through July,Vietnam,"19,861,350"
Total All Ports,30 Pharmaceutical Products,2003,Vietnam,"7,821"
Total All Ports,30 Pharmaceutical Products,2004,Vietnam,"9,957"
Total All Ports,30 Pharmaceutical Products,2006,Vietnam,"21,782"
Total All Ports,30 Pharmaceutical Products,2007,Vietnam,"223,951"
Total All Ports,30 Pharmaceutical Products,2008,Vietnam,"307,830"
Total All Ports,30 Pharmaceutical Products,2009,Vietnam,"277,453"
Total All Ports,30 Pharmaceutical Products,2010,Vietnam,"451,673"
Total All Ports,30 Pharmaceutical Products,2011,Vietnam,"396,458"
Total All Ports,30 Pharmaceutical Products,2012,Vietnam,"2,174,105"
Total All Ports,30 Pharmaceutical Products,2013,Vietnam,"2,086,711"
Total All Ports,30 Pharmaceutical Products,2014,Vietnam,"829,018"
Total All Ports,30 Pharmaceutical Products,2015,Vietnam,"605,996"
Total All Ports,30 Pharmaceutical Products,2016,Vietnam,"1,056,831"
Total All Ports,30 Pharmaceutical Products,2017,Vietnam,"2,175,172"
Total All Ports,30 Pharmaceutical Products,2018,Vietnam,"4,215,998"
Total All Ports,30 Pharmaceutical Products,2019,Vietnam,"4,426,691"
Total All Ports,30 Pharmaceutical Products,2020,Vietnam,"4,916,017"
Total All Ports,30 Pharmaceutical Products,2021,Vietnam,"4,909,289"
Total All Ports,30 Pharmaceutical Products,2022,Vietnam,"8,374,331"
Total All Ports,30 Pharmaceutical Products,2023,Vietnam,"24,076,896"
Total All Ports,30 Pharmaceutical Products,2024 through July,Vietnam,"24,873,911"
Total All Ports,31 Fertilizers,2005,Vietnam,"35,256"
Total All Ports,31 Fertilizers,2012,Vietnam,"63,490"
Total All Ports,31 Fertilizers,2013,Vietnam,"175,352"
Total All Ports,31 Fertilizers,2014,Vietnam,"208,800"
Total All Ports,31 Fertilizers,2015,Vietnam,"169,664"
Total All Ports,31 Fertilizers,2016,Vietnam,"59,252"
Total All Ports,31 Fertilizers,2017,Vietnam,"82,400"
Total All Ports,31 Fertilizers,2018,Vietnam,"84,400"
Total All Ports,31 Fertilizers,2019,Vietnam,"1,892,771"
Total All Ports,31 Fertilizers,2020,Vietnam,"2,922,723"
Total All Ports,31 Fertilizers,2021,Vietnam,"4,831,277"
Total All Ports,31 Fertilizers,2022,Vietnam,"2,087,494"
Total All Ports,31 Fertilizers,2023,Vietnam,"6,578,372"
Total All Ports,31 Fertilizers,2024 through July,Vietnam,"4,823,066"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2004,Vietnam,"282,508"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2005,Vietnam,"1,285,084"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2006,Vietnam,"3,799,731"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2007,Vietnam,"4,770,512"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2008,Vietnam,"4,696,739"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2009,Vietnam,"6,363,397"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2010,Vietnam,"7,741,453"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2011,Vietnam,"8,336,762"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2012,Vietnam,"13,990,562"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2013,Vietnam,"11,926,045"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2014,Vietnam,"14,069,221"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2015,Vietnam,"14,211,663"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2016,Vietnam,"13,689,939"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2017,Vietnam,"12,384,355"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2018,Vietnam,"12,682,875"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2019,Vietnam,"11,311,491"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2020,Vietnam,"12,441,735"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2021,Vietnam,"9,092,728"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2022,Vietnam,"12,699,159"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2023,Vietnam,"8,312,455"
Total All Ports,"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",2024 through July,Vietnam,"8,694,034"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2003,Vietnam,"776,343"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2004,Vietnam,"620,734"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2005,Vietnam,"999,776"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2006,Vietnam,"746,177"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2007,Vietnam,"774,428"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2008,Vietnam,"2,203,910"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2009,Vietnam,"750,945"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2010,Vietnam,"717,377"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2011,Vietnam,"941,669"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2012,Vietnam,"1,259,570"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2013,Vietnam,"3,540,559"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2014,Vietnam,"7,640,576"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2015,Vietnam,"9,266,569"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2016,Vietnam,"6,850,430"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2017,Vietnam,"6,071,298"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2018,Vietnam,"12,762,801"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2019,Vietnam,"15,105,455"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2020,Vietnam,"19,647,102"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2021,Vietnam,"25,324,021"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2022,Vietnam,"33,844,116"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2023,Vietnam,"39,226,752"
Total All Ports,"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",2024 through July,Vietnam,"35,812,537"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2003,Vietnam,"465,573"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2004,Vietnam,"1,302,208"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2005,Vietnam,"25,196,557"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2006,Vietnam,"70,841,424"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2007,Vietnam,"121,771,472"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2008,Vietnam,"146,723,117"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2009,Vietnam,"112,074,991"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2010,Vietnam,"143,373,007"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2011,Vietnam,"126,102,134"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2012,Vietnam,"148,217,485"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2013,Vietnam,"140,685,525"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2014,Vietnam,"138,284,463"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2015,Vietnam,"155,827,941"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2016,Vietnam,"185,283,704"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2017,Vietnam,"192,698,813"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2018,Vietnam,"237,748,060"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2019,Vietnam,"272,075,869"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2020,Vietnam,"373,602,142"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2021,Vietnam,"609,743,420"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2022,Vietnam,"564,363,103"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2023,Vietnam,"572,725,450"
Total All Ports,"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",2024 through July,Vietnam,"305,098,860"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2003,Vietnam,"3,120"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2005,Vietnam,"6,625"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2006,Vietnam,"15,006"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2007,Vietnam,"47,289"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2008,Vietnam,"230,300"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2009,Vietnam,"3,393,884"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2010,Vietnam,"3,128,489"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2011,Vietnam,"2,613,569"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2012,Vietnam,"1,006,942"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2013,Vietnam,"430,300"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2014,Vietnam,"320,621"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2015,Vietnam,"911,420"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2016,Vietnam,"815,677"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2017,Vietnam,"1,332,278"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2018,Vietnam,"1,163,547"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2019,Vietnam,"3,702,145"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2020,Vietnam,"7,012,530"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2021,Vietnam,"6,885,380"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2022,Vietnam,"8,615,313"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2023,Vietnam,"7,527,035"
Total All Ports,35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,2024 through July,Vietnam,"8,275,458"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2003,Vietnam,"102,791"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2004,Vietnam,"308,155"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2005,Vietnam,"142,689"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2006,Vietnam,"27,039"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2007,Vietnam,"128,674"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2009,Vietnam,"79,950"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2011,Vietnam,"38,164"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2013,Vietnam,"389,443"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2017,Vietnam,"358,110"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2018,Vietnam,"9,798"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2021,Vietnam,"4,968"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2022,Vietnam,"26,581"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2023,Vietnam,"24,468"
Total All Ports,36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,2024 through July,Vietnam,"10,960"
Total All Ports,37 Photographic Or Cinematographic Goods,2003,Vietnam,"323,800"
Total All Ports,37 Photographic Or Cinematographic Goods,2004,Vietnam,"138,699"
Total All Ports,37 Photographic Or Cinematographic Goods,2005,Vietnam,"12,200"
Total All Ports,37 Photographic Or Cinematographic Goods,2006,Vietnam,"64,600"
Total All Ports,37 Photographic Or Cinematographic Goods,2010,Vietnam,"13,128"
Total All Ports,37 Photographic Or Cinematographic Goods,2011,Vietnam,"62,816"
Total All Ports,37 Photographic Or Cinematographic Goods,2012,Vietnam,"105,073"
Total All Ports,37 Photographic Or Cinematographic Goods,2013,Vietnam,"2,850"
Total All Ports,37 Photographic Or Cinematographic Goods,2014,Vietnam,"6,900"
Total All Ports,37 Photographic Or Cinematographic Goods,2016,Vietnam,"50,726"
Total All Ports,37 Photographic Or Cinematographic Goods,2017,Vietnam,"9,164"
Total All Ports,37 Photographic Or Cinematographic Goods,2018,Vietnam,"9,823"
Total All Ports,37 Photographic Or Cinematographic Goods,2019,Vietnam,"22,650"
Total All Ports,37 Photographic Or Cinematographic Goods,2020,Vietnam,"24,918"
Total All Ports,37 Photographic Or Cinematographic Goods,2021,Vietnam,"974,695"
Total All Ports,37 Photographic Or Cinematographic Goods,2022,Vietnam,"1,468,624"
Total All Ports,37 Photographic Or Cinematographic Goods,2023,Vietnam,"1,043,146"
Total All Ports,37 Photographic Or Cinematographic Goods,2024 through July,Vietnam,"21,679"
Total All Ports,38 Miscellaneous Chemical Products,2003,Vietnam,"14,566"
Total All Ports,38 Miscellaneous Chemical Products,2004,Vietnam,"37,881"
Total All Ports,38 Miscellaneous Chemical Products,2005,Vietnam,"77,797"
Total All Ports,38 Miscellaneous Chemical Products,2006,Vietnam,"994,175"
Total All Ports,38 Miscellaneous Chemical Products,2007,Vietnam,"137,833"
Total All Ports,38 Miscellaneous Chemical Products,2008,Vietnam,"726,619"
Total All Ports,38 Miscellaneous Chemical Products,2009,Vietnam,"776,047"
Total All Ports,38 Miscellaneous Chemical Products,2010,Vietnam,"1,818,536"
Total All Ports,38 Miscellaneous Chemical Products,2011,Vietnam,"3,709,020"
Total All Ports,38 Miscellaneous Chemical Products,2012,Vietnam,"1,595,667"
Total All Ports,38 Miscellaneous Chemical Products,2013,Vietnam,"1,249,828"
Total All Ports,38 Miscellaneous Chemical Products,2014,Vietnam,"1,389,274"
Total All Ports,38 Miscellaneous Chemical Products,2015,Vietnam,"4,235,136"
Total All Ports,38 Miscellaneous Chemical Products,2016,Vietnam,"5,575,398"
Total All Ports,38 Miscellaneous Chemical Products,2017,Vietnam,"6,407,129"
Total All Ports,38 Miscellaneous Chemical Products,2018,Vietnam,"7,820,460"
Total All Ports,38 Miscellaneous Chemical Products,2019,Vietnam,"24,074,568"
Total All Ports,38 Miscellaneous Chemical Products,2020,Vietnam,"24,680,405"
Total All Ports,38 Miscellaneous Chemical Products,2021,Vietnam,"42,208,335"
Total All Ports,38 Miscellaneous Chemical Products,2022,Vietnam,"26,475,811"
Total All Ports,38 Miscellaneous Chemical Products,2023,Vietnam,"31,439,332"
Total All Ports,38 Miscellaneous Chemical Products,2024 through July,Vietnam,"19,693,532"
Total All Ports,39 Plastics And Articles Thereof,2003,Vietnam,"11,298,925"
Total All Ports,39 Plastics And Articles Thereof,2004,Vietnam,"28,407,661"
Total All Ports,39 Plastics And Articles Thereof,2005,Vietnam,"52,561,343"
Total All Ports,39 Plastics And Articles Thereof,2006,Vietnam,"82,694,757"
Total All Ports,39 Plastics And Articles Thereof,2007,Vietnam,"141,795,395"
Total All Ports,39 Plastics And Articles Thereof,2008,Vietnam,"183,106,560"
Total All Ports,39 Plastics And Articles Thereof,2009,Vietnam,"146,013,382"
Total All Ports,39 Plastics And Articles Thereof,2010,Vietnam,"114,845,504"
Total All Ports,39 Plastics And Articles Thereof,2011,Vietnam,"129,110,778"
Total All Ports,39 Plastics And Articles Thereof,2012,Vietnam,"145,833,982"
Total All Ports,39 Plastics And Articles Thereof,2013,Vietnam,"155,258,950"
Total All Ports,39 Plastics And Articles Thereof,2014,Vietnam,"191,354,901"
Total All Ports,39 Plastics And Articles Thereof,2015,Vietnam,"242,544,780"
Total All Ports,39 Plastics And Articles Thereof,2016,Vietnam,"273,677,477"
Total All Ports,39 Plastics And Articles Thereof,2017,Vietnam,"335,988,463"
Total All Ports,39 Plastics And Articles Thereof,2018,Vietnam,"468,625,504"
Total All Ports,39 Plastics And Articles Thereof,2019,Vietnam,"798,659,648"
Total All Ports,39 Plastics And Articles Thereof,2020,Vietnam,"1,269,178,278"
Total All Ports,39 Plastics And Articles Thereof,2021,Vietnam,"2,051,960,936"
Total All Ports,39 Plastics And Articles Thereof,2022,Vietnam,"2,743,808,469"
Total All Ports,39 Plastics And Articles Thereof,2023,Vietnam,"2,473,095,653"
