Port-level Imports,,,,
Current date: 10/04/2024 4:52 PM (Eastern Daylight Time),,,,
Port,Commodity,Time,Country,Customs Value (Gen) ($US)
Total All Ports,75 Nickel And Articles Thereof,2013,Vietnam,"47,398"
Total All Ports,75 Nickel And Articles Thereof,2014,Vietnam,"94,769"
Total All Ports,75 Nickel And Articles Thereof,2015,Vietnam,"23,611"
Total All Ports,75 Nickel And Articles Thereof,2016,Vietnam,"30,389"
Total All Ports,75 Nickel And Articles Thereof,2017,Vietnam,"63,812"
Total All Ports,75 Nickel And Articles Thereof,2018,Vietnam,"64,051"
Total All Ports,75 Nickel And Articles Thereof,2019,Vietnam,"67,787"
Total All Ports,75 Nickel And Articles Thereof,2020,Vietnam,"66,611"
Total All Ports,75 Nickel And Articles Thereof,2021,Vietnam,"84,328"
Total All Ports,75 Nickel And Articles Thereof,2022,Vietnam,"134,628"
Total All Ports,75 Nickel And Articles Thereof,2023,Vietnam,"246,780"
Total All Ports,75 Nickel And Articles Thereof,2024 through July,Vietnam,"8,733"
Total All Ports,76 Aluminum And Articles Thereof,2003,Vietnam,"1,404,678"
Total All Ports,76 Aluminum And Articles Thereof,2004,Vietnam,"2,224,382"
Total All Ports,76 Aluminum And Articles Thereof,2005,Vietnam,"2,316,693"
Total All Ports,76 Aluminum And Articles Thereof,2006,Vietnam,"5,614,471"
Total All Ports,76 Aluminum And Articles Thereof,2007,Vietnam,"6,052,777"
Total All Ports,76 Aluminum And Articles Thereof,2008,Vietnam,"2,161,902"
Total All Ports,76 Aluminum And Articles Thereof,2009,Vietnam,"2,244,335"
Total All Ports,76 Aluminum And Articles Thereof,2010,Vietnam,"10,359,914"
Total All Ports,76 Aluminum And Articles Thereof,2011,Vietnam,"19,097,562"
Total All Ports,76 Aluminum And Articles Thereof,2012,Vietnam,"14,877,861"
Total All Ports,76 Aluminum And Articles Thereof,2013,Vietnam,"28,989,905"
Total All Ports,76 Aluminum And Articles Thereof,2014,Vietnam,"42,200,138"
Total All Ports,76 Aluminum And Articles Thereof,2015,Vietnam,"62,840,343"
Total All Ports,76 Aluminum And Articles Thereof,2016,Vietnam,"83,394,791"
Total All Ports,76 Aluminum And Articles Thereof,2017,Vietnam,"111,558,303"
Total All Ports,76 Aluminum And Articles Thereof,2018,Vietnam,"144,365,753"
Total All Ports,76 Aluminum And Articles Thereof,2019,Vietnam,"177,560,169"
Total All Ports,76 Aluminum And Articles Thereof,2020,Vietnam,"207,849,523"
Total All Ports,76 Aluminum And Articles Thereof,2021,Vietnam,"317,950,952"
Total All Ports,76 Aluminum And Articles Thereof,2022,Vietnam,"550,332,673"
Total All Ports,76 Aluminum And Articles Thereof,2023,Vietnam,"437,335,546"
Total All Ports,76 Aluminum And Articles Thereof,2024 through July,Vietnam,"270,196,701"
Total All Ports,78 Lead And Articles Thereof,2005,Vietnam,"108,783"
Total All Ports,78 Lead And Articles Thereof,2008,Vietnam,"65,062"
Total All Ports,78 Lead And Articles Thereof,2009,Vietnam,"38,786"
Total All Ports,78 Lead And Articles Thereof,2010,Vietnam,"104,452"
Total All Ports,78 Lead And Articles Thereof,2011,Vietnam,"259,223"
Total All Ports,78 Lead And Articles Thereof,2012,Vietnam,"399,965"
Total All Ports,78 Lead And Articles Thereof,2013,Vietnam,"358,444"
Total All Ports,78 Lead And Articles Thereof,2014,Vietnam,"161,610"
Total All Ports,78 Lead And Articles Thereof,2015,Vietnam,"518,037"
Total All Ports,78 Lead And Articles Thereof,2016,Vietnam,"498,099"
Total All Ports,78 Lead And Articles Thereof,2017,Vietnam,"2,212,144"
Total All Ports,78 Lead And Articles Thereof,2018,Vietnam,"999,001"
Total All Ports,78 Lead And Articles Thereof,2019,Vietnam,"674,361"
Total All Ports,78 Lead And Articles Thereof,2020,Vietnam,"624,213"
Total All Ports,78 Lead And Articles Thereof,2021,Vietnam,"619,569"
Total All Ports,78 Lead And Articles Thereof,2022,Vietnam,"917,757"
Total All Ports,78 Lead And Articles Thereof,2023,Vietnam,"497,082"
Total All Ports,78 Lead And Articles Thereof,2024 through July,Vietnam,"319,820"
Total All Ports,79 Zinc And Articles Thereof,2003,Vietnam,"1,157,071"
Total All Ports,79 Zinc And Articles Thereof,2004,Vietnam,"1,432,157"
Total All Ports,79 Zinc And Articles Thereof,2005,Vietnam,"1,086,532"
Total All Ports,79 Zinc And Articles Thereof,2006,Vietnam,"474,220"
Total All Ports,79 Zinc And Articles Thereof,2007,Vietnam,"160,369"
Total All Ports,79 Zinc And Articles Thereof,2008,Vietnam,"447,068"
Total All Ports,79 Zinc And Articles Thereof,2009,Vietnam,"241,630"
Total All Ports,79 Zinc And Articles Thereof,2010,Vietnam,"298,929"
Total All Ports,79 Zinc And Articles Thereof,2011,Vietnam,"1,873,323"
Total All Ports,79 Zinc And Articles Thereof,2012,Vietnam,"1,971,699"
Total All Ports,79 Zinc And Articles Thereof,2013,Vietnam,"1,931,357"
Total All Ports,79 Zinc And Articles Thereof,2014,Vietnam,"2,498,053"
Total All Ports,79 Zinc And Articles Thereof,2015,Vietnam,"4,462,525"
Total All Ports,79 Zinc And Articles Thereof,2016,Vietnam,"2,375,238"
Total All Ports,79 Zinc And Articles Thereof,2017,Vietnam,"2,352,471"
Total All Ports,79 Zinc And Articles Thereof,2018,Vietnam,"3,917,769"
Total All Ports,79 Zinc And Articles Thereof,2019,Vietnam,"5,097,863"
Total All Ports,79 Zinc And Articles Thereof,2020,Vietnam,"5,234,747"
Total All Ports,79 Zinc And Articles Thereof,2021,Vietnam,"6,187,408"
Total All Ports,79 Zinc And Articles Thereof,2022,Vietnam,"6,227,360"
Total All Ports,79 Zinc And Articles Thereof,2023,Vietnam,"4,742,908"
Total All Ports,79 Zinc And Articles Thereof,2024 through July,Vietnam,"5,064,635"
Total All Ports,80 Tin And Articles Thereof,2003,Vietnam,"348,234"
Total All Ports,80 Tin And Articles Thereof,2004,Vietnam,"79,328"
Total All Ports,80 Tin And Articles Thereof,2005,Vietnam,"178,487"
Total All Ports,80 Tin And Articles Thereof,2006,Vietnam,"480,292"
Total All Ports,80 Tin And Articles Thereof,2007,Vietnam,"143,376"
Total All Ports,80 Tin And Articles Thereof,2008,Vietnam,"72,407"
Total All Ports,80 Tin And Articles Thereof,2009,Vietnam,"71,358"
Total All Ports,80 Tin And Articles Thereof,2010,Vietnam,"4,090,217"
Total All Ports,80 Tin And Articles Thereof,2011,Vietnam,"101,896"
Total All Ports,80 Tin And Articles Thereof,2012,Vietnam,"128,115"
Total All Ports,80 Tin And Articles Thereof,2013,Vietnam,"207,037"
Total All Ports,80 Tin And Articles Thereof,2014,Vietnam,"203,526"
Total All Ports,80 Tin And Articles Thereof,2015,Vietnam,"195,933"
Total All Ports,80 Tin And Articles Thereof,2016,Vietnam,"296,842"
Total All Ports,80 Tin And Articles Thereof,2017,Vietnam,"188,634"
Total All Ports,80 Tin And Articles Thereof,2018,Vietnam,"179,362"
Total All Ports,80 Tin And Articles Thereof,2019,Vietnam,"184,982"
Total All Ports,80 Tin And Articles Thereof,2020,Vietnam,"239,568"
Total All Ports,80 Tin And Articles Thereof,2021,Vietnam,"656,909"
Total All Ports,80 Tin And Articles Thereof,2022,Vietnam,"413,983"
Total All Ports,80 Tin And Articles Thereof,2023,Vietnam,"337,368"
Total All Ports,80 Tin And Articles Thereof,2024 through July,Vietnam,"292,899"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2003,Vietnam,"88,257"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2004,Vietnam,"53,000"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2005,Vietnam,"569,000"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2006,Vietnam,"287,130"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2007,Vietnam,"1,194,926"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2008,Vietnam,"486,570"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2009,Vietnam,"899,258"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2010,Vietnam,"3,644,416"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2011,Vietnam,"4,203,287"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2012,Vietnam,"2,364,022"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2013,Vietnam,"1,208,377"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2014,Vietnam,"3,497,365"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2015,Vietnam,"2,128,216"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2016,Vietnam,"3,249,639"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2017,Vietnam,"5,314,169"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2018,Vietnam,"6,006,900"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2019,Vietnam,"11,329,807"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2020,Vietnam,"4,901,390"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2021,Vietnam,"11,462,248"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2022,Vietnam,"14,008,521"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2023,Vietnam,"12,150,760"
Total All Ports,81 Base Metals Nesoi; Cermets; Articles Thereof,2024 through July,Vietnam,"4,208,055"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2003,Vietnam,"5,401,780"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2004,Vietnam,"11,459,189"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2005,Vietnam,"21,584,101"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2006,Vietnam,"28,390,057"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2007,Vietnam,"34,821,675"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2008,Vietnam,"47,791,589"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2009,Vietnam,"43,755,502"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2010,Vietnam,"46,458,909"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2011,Vietnam,"56,125,500"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2012,Vietnam,"63,216,880"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2013,Vietnam,"71,563,147"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2014,Vietnam,"82,555,033"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2015,Vietnam,"111,387,335"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2016,Vietnam,"119,602,951"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2017,Vietnam,"137,024,472"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2018,Vietnam,"145,875,191"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2019,Vietnam,"169,711,052"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2020,Vietnam,"223,307,418"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2021,Vietnam,"413,135,146"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2022,Vietnam,"522,193,599"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2023,Vietnam,"442,624,253"
Total All Ports,"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",2024 through July,Vietnam,"325,943,019"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2003,Vietnam,"3,352,855"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2004,Vietnam,"4,811,220"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2005,Vietnam,"6,437,331"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2006,Vietnam,"7,805,966"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2007,Vietnam,"9,189,851"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2008,Vietnam,"5,757,871"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2009,Vietnam,"5,486,743"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2010,Vietnam,"8,811,872"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2011,Vietnam,"12,406,843"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2012,Vietnam,"16,706,064"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2013,Vietnam,"24,061,953"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2014,Vietnam,"33,043,502"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2015,Vietnam,"40,611,209"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2016,Vietnam,"46,130,608"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2017,Vietnam,"62,259,235"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2018,Vietnam,"75,706,513"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2019,Vietnam,"104,257,111"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2020,Vietnam,"184,303,299"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2021,Vietnam,"333,339,668"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2022,Vietnam,"438,743,661"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2023,Vietnam,"437,716,734"
Total All Ports,83 Miscellaneous Articles Of Base Metal,2024 through July,Vietnam,"274,130,893"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2003,Vietnam,"66,913,855"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2004,Vietnam,"62,291,844"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2005,Vietnam,"126,920,029"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2006,Vietnam,"222,629,339"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2007,Vietnam,"287,261,913"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2008,Vietnam,"353,052,891"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2009,Vietnam,"384,149,859"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2010,Vietnam,"534,191,136"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2011,Vietnam,"589,253,294"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2012,Vietnam,"1,005,776,340"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2013,Vietnam,"2,053,873,659"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2014,Vietnam,"2,775,706,143"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2015,Vietnam,"2,538,142,519"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2016,Vietnam,"2,371,951,435"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2017,Vietnam,"3,148,909,373"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2018,Vietnam,"2,781,712,128"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2019,Vietnam,"3,672,747,805"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2020,Vietnam,"6,841,785,685"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2021,Vietnam,"10,928,936,222"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2022,Vietnam,"12,896,064,916"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2023,Vietnam,"17,232,962,247"
Total All Ports,"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",2024 through July,Vietnam,"15,266,057,003"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2003,Vietnam,"30,470,332"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2004,Vietnam,"53,415,108"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2005,Vietnam,"92,870,277"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2006,Vietnam,"215,738,844"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2007,Vietnam,"359,340,018"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2008,Vietnam,"493,633,192"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2009,Vietnam,"638,226,386"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2010,Vietnam,"807,771,760"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2011,Vietnam,"997,923,065"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2012,Vietnam,"1,438,165,094"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2013,Vietnam,"1,957,305,866"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2014,Vietnam,"3,749,929,673"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2015,Vietnam,"8,302,827,047"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2016,Vietnam,"10,434,213,438"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2017,Vietnam,"10,934,121,446"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2018,Vietnam,"11,000,107,612"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2019,Vietnam,"21,531,487,290"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2020,Vietnam,"27,051,378,052"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2021,Vietnam,"35,502,623,786"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2022,Vietnam,"45,484,373,290"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2023,Vietnam,"41,089,737,252"
Total All Ports,85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,2024 through July,Vietnam,"22,746,696,377"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2004,Vietnam,"4,987"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2006,Vietnam,"21,448"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2007,Vietnam,"114,550"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2008,Vietnam,"2,834,825"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2009,Vietnam,"1,007,283"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2010,Vietnam,"397,750"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2011,Vietnam,"668,474"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2012,Vietnam,"545,551"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2013,Vietnam,"142,801"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2014,Vietnam,"187,451"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2015,Vietnam,"1,922,581"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2016,Vietnam,"346,941"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2017,Vietnam,"1,505,261"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2018,Vietnam,"1,072,659"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2019,Vietnam,"955,179"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2020,Vietnam,"1,895,290"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2021,Vietnam,"2,277,704"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2022,Vietnam,"13,336,265"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2023,Vietnam,"6,721,122"
Total All Ports,86 Railway Or Tramway Stock Etc; Traffic Signal Equip,2024 through July,Vietnam,"3,824,947"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2003,Vietnam,"13,108,311"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2004,Vietnam,"13,206,643"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2005,Vietnam,"22,141,130"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2006,Vietnam,"24,411,408"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2007,Vietnam,"35,137,713"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2008,Vietnam,"55,859,390"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2009,Vietnam,"55,790,014"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2010,Vietnam,"81,353,251"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2011,Vietnam,"93,405,226"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2012,Vietnam,"146,442,666"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2013,Vietnam,"155,152,791"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2014,Vietnam,"182,825,706"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2015,Vietnam,"226,648,976"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2016,Vietnam,"230,759,714"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2017,Vietnam,"260,103,193"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2018,Vietnam,"298,714,217"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2019,Vietnam,"423,433,065"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2020,Vietnam,"525,517,510"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2021,Vietnam,"822,515,301"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2022,Vietnam,"1,151,323,536"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2023,Vietnam,"979,881,501"
Total All Ports,"87 Vehicles, Except Railway Or Tramway, And Parts Etc",2024 through July,Vietnam,"582,634,051"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2003,Vietnam,"67,029"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2004,Vietnam,"189,228"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2005,Vietnam,"294,059"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2006,Vietnam,"710,751"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2007,Vietnam,"855,300"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2008,Vietnam,"1,045,413"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2009,Vietnam,"549,846"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2010,Vietnam,"971,347"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2011,Vietnam,"24,686,312"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2012,Vietnam,"53,031,155"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2013,Vietnam,"68,427,671"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2014,Vietnam,"81,386,920"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2015,Vietnam,"78,588,894"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2016,Vietnam,"74,292,135"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2017,Vietnam,"139,811,183"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2018,Vietnam,"136,820,391"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2019,Vietnam,"126,210,069"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2020,Vietnam,"65,066,611"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2021,Vietnam,"42,840,799"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2022,Vietnam,"95,155,370"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2023,Vietnam,"106,532,560"
Total All Ports,"88 Aircraft, Spacecraft, And Parts Thereof",2024 through July,Vietnam,"101,390,861"
Total All Ports,"89 Ships, Boats And Floating Structures",2003,Vietnam,"4,799"
Total All Ports,"89 Ships, Boats And Floating Structures",2004,Vietnam,"31,315"
Total All Ports,"89 Ships, Boats And Floating Structures",2005,Vietnam,"3,180"
Total All Ports,"89 Ships, Boats And Floating Structures",2006,Vietnam,"220,600"
Total All Ports,"89 Ships, Boats And Floating Structures",2007,Vietnam,"1,533,162"
Total All Ports,"89 Ships, Boats And Floating Structures",2008,Vietnam,"1,149,858"
Total All Ports,"89 Ships, Boats And Floating Structures",2009,Vietnam,"1,084,592"
Total All Ports,"89 Ships, Boats And Floating Structures",2010,Vietnam,"987,174"
Total All Ports,"89 Ships, Boats And Floating Structures",2011,Vietnam,"392,551"
Total All Ports,"89 Ships, Boats And Floating Structures",2012,Vietnam,"1,221,378"
Total All Ports,"89 Ships, Boats And Floating Structures",2013,Vietnam,"8,092,577"
Total All Ports,"89 Ships, Boats And Floating Structures",2014,Vietnam,"1,334,938"
Total All Ports,"89 Ships, Boats And Floating Structures",2015,Vietnam,"1,248,031"
Total All Ports,"89 Ships, Boats And Floating Structures",2016,Vietnam,"2,600,881"
Total All Ports,"89 Ships, Boats And Floating Structures",2017,Vietnam,"4,432,090"
Total All Ports,"89 Ships, Boats And Floating Structures",2018,Vietnam,"5,158,787"
Total All Ports,"89 Ships, Boats And Floating Structures",2019,Vietnam,"7,052,097"
Total All Ports,"89 Ships, Boats And Floating Structures",2020,Vietnam,"9,333,117"
Total All Ports,"89 Ships, Boats And Floating Structures",2021,Vietnam,"9,627,447"
Total All Ports,"89 Ships, Boats And Floating Structures",2022,Vietnam,"19,618,633"
Total All Ports,"89 Ships, Boats And Floating Structures",2023,Vietnam,"24,399,457"
Total All Ports,"89 Ships, Boats And Floating Structures",2024 through July,Vietnam,"15,403,864"
Total All Ports,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2003,Vietnam,"5,794,946"
Total All Ports,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2004,Vietnam,"4,755,832"
Total All Ports,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2005,Vietnam,"4,563,336"
Total All Ports,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2006,Vietnam,"7,922,669"
Total All Ports,"90 Optic, Photo Etc, Medic Or Surgical Instrments Etc",2007,Vietnam,"29,199,224"
